p1x,p1y,p1z,p1phi,p1theta,p2x,p2y,p2z,p2phi,p2theta,current,orientation,constrained
1.2108557544036940e+00,0.0000000000000000e+00,6.4553995051248192e-01,0.0000000000000000e+00,8.2799999999999997e+01,1.2058201280388856e+00,1.9731946684419764e-02,6.4861230546833759e-01,9.3750000000000000e-01,8.2799999999999997e+01,0.0000000000000000e+00,1,0
1.1506985778415793e+00,0.0000000000000000e+00,6.5688831987830609e-01,0.0000000000000000e+00,8.6399999999999991e+01,1.1469496161360730e+00,1.8768594211576204e-02,6.5998010558099141e-01,9.3750000000000000e-01,8.6399999999999991e+01,0.0000000000000000e+00,1,0
1.0819148696669887e+00,0.0000000000000000e+00,6.5793907480999758e-01,0.0000000000000000e+00,9.0000000000000000e+01,1.0794001528288828e+00,1.7663220053735256e-02,6.6162494140746564e-01,9.3750000000000000e-01,9.0000000000000000e+01,0.0000000000000000e+00,1,0
1.0085937755910679e+00,0.0000000000000000e+00,6.4522583544587919e-01,0.0000000000000000e+00,9.3600000000000009e+01,1.0068626828273981e+00,1.6476222542738461e-02,6.5007813125031821e-01,9.3750000000000000e-01,9.3600000000000009e+01,0.0000000000000000e+00,1,0
9.3681487915126538e-01,0.0000000000000000e+00,6.1716928100082102e-01,0.0000000000000000e+00,9.7200000000000003e+01,9.3507284904537991e-01,1.5301459292622556e-02,6.2352550808895213e-01,9.3750000000000000e-01,9.7200000000000003e+01,1.5000000000000000e+05,1,0
8.7321512599786677e-01,0.0000000000000000e+00,5.7495957333285286e-01,0.0000000000000000e+00,1.0080000000000001e+02,8.7053309571188942e-01,1.4245335794441103e-02,5.8274251495075169e-01,9.3750000000000000e-01,1.0080000000000001e+02,0.0000000000000000e+00,1,0
8.2319655874319864e-01,0.0000000000000000e+00,5.2253950784910563e-01,0.0000000000000000e+00,1.0439999999999999e+02,8.1880080277726031e-01,1.3398792580977703e-02,5.3122193045576427e-01,9.3750000000000000e-01,1.0439999999999999e+02,1.5000000000000000e+05,1,0
7.8947781052441479e-01,0.0000000000000000e+00,4.6561991491045457e-01,0.0000000000000000e+00,1.0800000000000000e+02,7.8300024193401474e-01,1.2812954990938347e-02,4.7436213197820820e-01,9.3750000000000000e-01,1.0800000000000000e+02,0.0000000000000000e+00,1,0
7.7156431414991755e-01,0.0000000000000000e+00,4.1009538592011963e-01,0.0000000000000000e+00,1.1159999999999999e+02,7.6314738705177931e-01,1.2488084419481805e-02,4.1800300506746191e-01,9.3750000000000000e-01,1.1159999999999999e+02,0.0000000000000000e+00,1,0
7.6630568352736250e-01,0.0000000000000000e+00,3.6049399351934786e-01,0.0000000000000000e+00,1.1520000000000000e+02,7.5652261865060078e-01,1.2379677225200447e-02,3.6688779479030104e-01,9.3750000000000000e-01,1.1520000000000000e+02,-1.5000000000000000e+05,1,0
7.6923294240756557e-01,0.0000000000000000e+00,3.1905289321817620e-01,0.0000000000000000e+00,1.1880000000000001e+02,7.5886770026627104e-01,1.2418051958160228e-02,3.2364145104632924e-01,9.3750000000000000e-01,1.1880000000000001e+02,0.0000000000000000e+00,1,0
7.7606531878600515e-01,0.0000000000000000e+00,2.8569401657909499e-01,0.0000000000000000e+00,1.2240000000000001e+02,7.6585422664825298e-01,1.2532378931871280e-02,2.8859068962219864e-01,9.3750000000000000e-01,1.2240000000000001e+02,0.0000000000000000e+00,1,0
7.8378535717826570e-01,0.0000000000000000e+00,2.5875739796540076e-01,0.0000000000000000e+00,1.2600000000000001e+02,7.7422671554703915e-01,1.2669385688289778e-02,2.6035725570181767e-01,9.3750000000000000e-01,1.2600000000000001e+02,-1.5000000000000000e+05,1,0
7.9096700711660650e-01,0.0000000000000000e+00,2.3605069060175402e-01,0.0000000000000000e+00,1.2959999999999999e+02,7.8225958242274263e-01,1.2800834896367113e-02,2.3684079307645628e-01,9.3750000000000000e-01,1.2959999999999999e+02,0.0000000000000000e+00,1,0
7.9742735087940586e-01,0.0000000000000000e+00,2.1572618107859817e-01,0.0000000000000000e+00,1.3319999999999999e+02,7.8953215690524625e-01,1.2919842738922055e-02,2.1611785627386049e-01,9.3750000000000000e-01,1.3319999999999999e+02,0.0000000000000000e+00,1,0
8.0355128018769029e-01,0.0000000000000000e+00,1.9668685324379753e-01,0.0000000000000000e+00,1.3680000000000001e+02,7.9631929231990028e-01,1.3030906894369270e-02,1.9693015769764805e-01,9.3750000000000000e-01,1.3680000000000001e+02,1.5000000000000000e+05,1,0
8.0968930523390847e-01,0.0000000000000000e+00,1.7851354434637298e-01,0.0000000000000000e+00,1.4040000000000001e+02,8.0298339772137017e-01,1.3139957796260433e-02,1.7870355713902752e-01,9.3750000000000000e-01,1.4040000000000001e+02,1.5000000000000000e+05,1,0
8.1587271493709013e-01,0.0000000000000000e+00,1.6112849528467627e-01,0.0000000000000000e+00,1.4400000000000000e+02,8.0963452382361989e-01,1.3248796305909786e-02,1.6126973476915984e-01,9.3750000000000000e-01,1.4400000000000000e+02,0.0000000000000000e+00,1,0
8.2185551965860593e-01,0.0000000000000000e+00,1.4446668889371483e-01,0.0000000000000000e+00,1.4760000000000002e+02,8.1610764163581062e-01,1.3354721901761173e-02,1.4454564750840976e-01,9.3750000000000000e-01,1.4760000000000002e+02,0.0000000000000000e+00,1,0
8.2732285489769175e-01,0.0000000000000000e+00,1.2832697763998363e-01,0.0000000000000000e+00,1.5119999999999999e+02,8.2212970983288136e-01,1.3453266556831574e-02,1.2835516684957729e-01,9.3750000000000000e-01,1.5119999999999999e+02,0.0000000000000000e+00,1,0
8.3207520686005143e-01,0.0000000000000000e+00,1.1241501001315601e-01,0.0000000000000000e+00,1.5480000000000001e+02,8.2749737142620161e-01,1.3541102553193369e-02,1.1243228294955940e-01,9.3750000000000000e-01,1.5480000000000001e+02,0.0000000000000000e+00,1,0
8.3608347620989132e-01,0.0000000000000000e+00,9.6475101957129522e-02,0.0000000000000000e+00,1.5840000000000001e+02,8.3215085415704737e-01,1.3617251782258947e-02,9.6527210318742562e-02,9.3750000000000000e-01,1.5840000000000001e+02,-1.5000000000000000e+05,1,0
8.3942663647969762e-01,0.0000000000000000e+00,8.0390520059836421e-02,0.0000000000000000e+00,1.6200000000000000e+02,8.3613692372117288e-01,1.3682479514232231e-02,8.0504185542145432e-02,9.3750000000000000e-01,1.6200000000000000e+02,-1.5000000000000000e+05,1,0
8.4219195166803462e-01,0.0000000000000000e+00,6.4191482902802452e-02,0.0000000000000000e+00,1.6559999999999999e+02,8.3952546242661319e-01,1.3737929297760547e-02,6.4364190888612394e-02,9.3750000000000000e-01,1.6559999999999999e+02,0.0000000000000000e+00,1,0
8.4441148707225600e-01,0.0000000000000000e+00,4.7986842125058410e-02,0.0000000000000000e+00,1.6920000000000002e+02,8.4234834229590361e-01,1.3784122684138953e-02,4.8194912913481130e-02,9.3750000000000000e-01,1.6920000000000002e+02,0.0000000000000000e+00,1,0
8.4605787701669688e-01,0.0000000000000000e+00,3.1876514925048720e-02,0.0000000000000000e+00,1.7279999999999998e+02,8.4458767643584820e-01,1.3820766973639952e-02,3.2093268678540787e-02,9.3750000000000000e-01,1.7279999999999998e+02,0.0000000000000000e+00,1,0
8.4707678362614980e-01,0.0000000000000000e+00,1.5894542827063759e-02,0.0000000000000000e+00,1.7640000000000001e+02,8.4619857109495022e-01,1.3847127528409687e-02,1.6106160814567862e-02,9.3750000000000000e-01,1.7640000000000001e+02,0.0000000000000000e+00,1,0
8.4742217838298184e-01,0.0000000000000000e+00,2.6196676883623168e-17,0.0000000000000000e+00,1.8000000000000000e+02,8.4713853180249832e-01,1.3862508972238256e-02,2.1012622776851882e-04,9.3750000000000000e-01,1.8000000000000000e+02,0.0000000000000000e+00,1,0
8.4707678362614991e-01,0.0000000000000000e+00,-1.5894542827063783e-02,0.0000000000000000e+00,1.8359999999999999e+02,8.4738799906442919e-01,1.3866591235087801e-02,-1.5672835794503508e-02,9.3750000000000000e-01,1.8359999999999999e+02,0.0000000000000000e+00,1,0
8.4605787701669688e-01,0.0000000000000000e+00,-3.1876514925048650e-02,0.0000000000000000e+00,1.8720000000000002e+02,8.4696086671854176e-01,1.3859601674638228e-02,-3.1635397215955804e-02,9.3750000000000000e-01,1.8720000000000002e+02,0.0000000000000000e+00,1,0
8.4441148707225611e-01,0.0000000000000000e+00,-4.7986842125058604e-02,0.0000000000000000e+00,1.9080000000000001e+02,8.4590449493985553e-01,1.3842315289105865e-02,-4.7735206674301277e-02,9.3750000000000000e-01,1.9080000000000001e+02,0.0000000000000000e+00,1,0
8.4219195166803495e-01,0.0000000000000000e+00,-6.4191482902802452e-02,0.0000000000000000e+00,1.9440000000000001e+02,8.4428189942293175e-01,1.3815763262409818e-02,-6.3954838065475528e-02,9.3750000000000000e-01,1.9440000000000001e+02,0.0000000000000000e+00,1,0
8.3942663647969762e-01,0.0000000000000000e+00,-8.0390520059836421e-02,0.0000000000000000e+00,1.9800000000000003e+02,8.4213267206566822e-01,1.3780593473284477e-02,-8.0197358110199485e-02,9.3750000000000000e-01,1.9800000000000003e+02,-1.5000000000000000e+05,1,0
8.3608347620989154e-01,0.0000000000000000e+00,-9.6475101957129661e-02,0.0000000000000000e+00,2.0160000000000002e+02,8.3943053866231698e-01,1.3736375972672812e-02,-9.6336638426208210e-02,9.3750000000000000e-01,2.0160000000000002e+02,-1.5000000000000000e+05,1,0
8.3207520686005143e-01,0.0000000000000000e+00,-1.1241501001315594e-01,0.0000000000000000e+00,2.0520000000000002e+02,8.3607682830353736e-01,1.3681496117497355e-02,-1.1231148915989758e-01,9.3750000000000000e-01,2.0520000000000002e+02,0.0000000000000000e+00,1,0
8.2732285489769208e-01,0.0000000000000000e+00,-1.2832697763998344e-01,0.0000000000000000e+00,2.0879999999999998e+02,8.3196151806433782e-01,1.3614153501180445e-02,-1.2821235088568414e-01,9.3750000000000000e-01,2.0879999999999998e+02,0.0000000000000000e+00,1,0
8.2185551965860582e-01,0.0000000000000000e+00,-1.4446668889371475e-01,0.0000000000000000e+00,2.1239999999999998e+02,8.2707604727187534e-01,1.3534208037538248e-02,-1.4429261371093685e-01,9.3750000000000000e-01,2.1239999999999998e+02,0.0000000000000000e+00,1,0
8.1587271493709024e-01,0.0000000000000000e+00,-1.6112849528467610e-01,0.0000000000000000e+00,2.1600000000000000e+02,8.2160215673839521e-01,1.3444633719071159e-02,-1.6087284614657454e-01,9.3750000000000000e-01,2.1600000000000000e+02,0.0000000000000000e+00,1,0
8.0968930523390870e-01,0.0000000000000000e+00,-1.7851354434637284e-01,0.0000000000000000e+00,2.1959999999999999e+02,8.1588234758465683e-01,1.3351035207450542e-02,-1.7818816902283921e-01,9.3750000000000000e-01,2.1959999999999999e+02,1.5000000000000000e+05,1,0
8.0355128018769018e-01,0.0000000000000000e+00,-1.9668685324379759e-01,0.0000000000000000e+00,2.2319999999999999e+02,8.1023880162135908e-01,1.3258684660740086e-02,-1.9630435570941507e-01,9.3750000000000000e-01,2.2319999999999999e+02,1.5000000000000000e+05,1,0
7.9742735087940586e-01,0.0000000000000000e+00,-2.1572618107859814e-01,0.0000000000000000e+00,2.2680000000000001e+02,8.0473095781397452e-01,1.3168554733542587e-02,-2.1522844629674673e-01,9.3750000000000000e-01,2.2680000000000001e+02,0.0000000000000000e+00,1,0
7.9096700711660650e-01,0.0000000000000000e+00,-2.3605069060175399e-01,0.0000000000000000e+00,2.3040000000000001e+02,7.9904835130991902e-01,1.3075565003184610e-02,-2.3523263155756585e-01,9.3750000000000000e-01,2.3040000000000001e+02,0.0000000000000000e+00,1,0
7.8378535717826581e-01,0.0000000000000000e+00,-2.5875739796540065e-01,0.0000000000000000e+00,2.3400000000000000e+02,7.9272982075672116e-01,1.2972169061202491e-02,-2.5723879813150358e-01,9.3750000000000000e-01,2.3400000000000000e+02,0.0000000000000000e+00,1,0
7.7606531878600493e-01,0.0000000000000000e+00,-2.8569401657909549e-01,0.0000000000000000e+00,2.3760000000000002e+02,7.8574285619064355e-01,1.2857834917081017e-02,-2.8298303486554294e-01,9.3750000000000000e-01,2.3760000000000002e+02,0.0000000000000000e+00,1,0
7.6923294240756523e-01,0.0000000000000000e+00,-3.1905289321817626e-01,0.0000000000000000e+00,2.4120000000000002e+02,7.7920957082733922e-01,1.2750924744108135e-02,-3.1470403374999723e-01,9.3750000000000000e-01,2.4120000000000002e+02,-1.5000000000000000e+05,1,0
7.6630568352736206e-01,0.0000000000000000e+00,-3.6049399351934813e-01,0.0000000000000000e+00,2.4480000000000001e+02,7.7587379839782711e-01,1.2696338423810478e-02,-3.5430852841494953e-01,9.3750000000000000e-01,2.4480000000000001e+02,-1.5000000000000000e+05,1,0
7.7156431414991744e-01,0.0000000000000000e+00,-4.1009538592011996e-01,0.0000000000000000e+00,2.4840000000000003e+02,7.7991275012356309e-01,1.2762431515358703e-02,-4.0227394447021286e-01,9.3750000000000000e-01,2.4840000000000003e+02,0.0000000000000000e+00,1,0
7.8947781052441490e-01,0.0000000000000000e+00,-4.6561991491045435e-01,0.0000000000000000e+00,2.5200000000000003e+02,7.9595262883069084e-01,1.3024906841581986e-02,-4.5678176251973307e-01,9.3750000000000000e-01,2.5200000000000003e+02,0.0000000000000000e+00,1,0
8.2319655874319841e-01,0.0000000000000000e+00,-5.2253950784910508e-01,0.0000000000000000e+00,2.5559999999999999e+02,8.2754764226693667e-01,1.3541925181316833e-02,-5.1357584908994725e-01,9.3750000000000000e-01,2.5559999999999999e+02,1.5000000000000000e+05,1,0
8.7321512599786677e-01,0.0000000000000000e+00,-5.7495957333285330e-01,0.0000000000000000e+00,2.5919999999999999e+02,8.7571575513785305e-01,1.4330144429741409e-02,-5.6676599032166453e-01,9.3750000000000000e-01,2.5919999999999999e+02,0.0000000000000000e+00,1,0
9.3681487915126482e-01,0.0000000000000000e+00,-6.1716928100082080e-01,0.0000000000000000e+00,2.6280000000000001e+02,9.3819157767338934e-01,1.5352493925052470e-02,-6.1036473295969762e-01,9.3750000000000000e-01,2.6280000000000001e+02,1.5000000000000000e+05,1,0
1.0085937755910686e+00,0.0000000000000000e+00,-6.4522583544587930e-01,0.0000000000000000e+00,2.6639999999999998e+02,1.0097894667273395e+00,1.6524116206583988e-02,-6.3997721360605109e-01,9.3750000000000000e-01,2.6639999999999998e+02,0.0000000000000000e+00,1,0
1.0819148696669887e+00,0.0000000000000000e+00,-6.5793907480999758e-01,0.0000000000000000e+00,2.7000000000000000e+02,1.0837856807160495e+00,1.7734984490603095e-02,-6.5396229915349113e-01,9.3750000000000000e-01,2.7000000000000000e+02,0.0000000000000000e+00,1,0
1.1506985778415786e+00,0.0000000000000000e+00,-6.5688831987830620e-01,0.0000000000000000e+00,2.7360000000000002e+02,1.1537723140450289e+00,1.8880240308911115e-02,-6.5361361285728692e-01,9.3750000000000000e-01,2.7360000000000002e+02,0.0000000000000000e+00,1,0
1.2108557544036938e+00,0.0000000000000000e+00,-6.4553995051248181e-01,0.0000000000000000e+00,2.7719999999999999e+02,1.2152438551185034e+00,1.9886155820575055e-02,-6.4235449144964929e-01,9.3750000000000000e-01,2.7719999999999999e+02,0.0000000000000000e+00,1,0
1.2608666717832633e+00,0.0000000000000000e+00,-6.2791412272886193e-01,0.0000000000000000e+00,2.8080000000000001e+02,1.2663424601099253e+00,2.0722329413877728e-02,-6.2436869780625825e-01,9.3750000000000000e-01,2.8080000000000001e+02,0.0000000000000000e+00,1,0
1.3014312492980202e+00,0.0000000000000000e+00,-6.0738374516743965e-01,0.0000000000000000e+00,2.8440000000000003e+02,1.3076094476015525e+00,2.1397619183949591e-02,-6.0328245953691628e-01,9.3750000000000000e-01,2.8440000000000003e+02,0.0000000000000000e+00,1,0
1.3345195927971034e+00,0.0000000000000000e+00,-5.8603290079397841e-01,0.0000000000000000e+00,2.8800000000000000e+02,1.3410362890569116e+00,2.1944613414754496e-02,-5.8139432999752272e-01,9.3750000000000000e-01,2.8800000000000000e+02,0.0000000000000000e+00,1,0
1.3623392248004289e+00,0.0000000000000000e+00,-5.6466943783504253e-01,0.0000000000000000e+00,2.9160000000000002e+02,1.3689521944475713e+00,2.2401427116903978e-02,-5.5961260079068764e-01,9.3750000000000000e-01,2.9160000000000002e+02,0.0000000000000000e+00,1,0
1.3866439611400299e+00,0.0000000000000000e+00,-5.4327346275494426e-01,0.0000000000000000e+00,2.9520000000000005e+02,1.3932319094746488e+00,2.2798738483074624e-02,-5.3790771991154640e-01,9.3750000000000000e-01,2.9520000000000005e+02,0.0000000000000000e+00,1,0
1.4085346374694558e+00,0.0000000000000000e+00,-5.2152855833951728e-01,0.0000000000000000e+00,2.9880000000000001e+02,1.4150324994986840e+00,2.3155481640731789e-02,-5.1590426408380963e-01,9.3750000000000000e-01,2.9880000000000001e+02,-1.5000000000000000e+05,1,0
1.4286234491061112e+00,0.0000000000000000e+00,-4.9916114025226588e-01,0.0000000000000000e+00,3.0239999999999998e+02,1.4349562018577975e+00,2.3481511554783445e-02,-4.9328796647605933e-01,9.3750000000000000e-01,3.0239999999999998e+02,0.0000000000000000e+00,1,0
1.4473009444912492e+00,0.0000000000000000e+00,-4.7601456929824426e-01,0.0000000000000000e+00,3.0600000000000000e+02,1.4533614991952977e+00,2.3782694407291555e-02,-4.6991105188931559e-01,9.3750000000000000e-01,3.0600000000000000e+02,0.0000000000000000e+00,1,0
1.4648951492466327e+00,0.0000000000000000e+00,-4.5196447851145666e-01,0.0000000000000000e+00,3.0960000000000002e+02,1.4705706839450758e+00,2.4064304166549116e-02,-4.4569099507886983e-01,9.3750000000000000e-01,3.0960000000000002e+02,0.0000000000000000e+00,1,0
1.4816686677953623e+00,0.0000000000000000e+00,-4.2683885449407921e-01,0.0000000000000000e+00,3.1319999999999999e+02,1.4868845296039492e+00,2.4331262666638414e-02,-4.2048869866788774e-01,9.3750000000000000e-01,3.1319999999999999e+02,1.5000000000000000e+05,1,0
1.4977380012532380e+00,0.0000000000000000e+00,-4.0043713356830990e-01,0.0000000000000000e+00,3.1680000000000001e+02,1.5024809462253843e+00,2.4586481213821457e-02,-3.9409631049995925e-01,9.3750000000000000e-01,3.1680000000000001e+02,0.0000000000000000e+00,1,0
1.5130354011459575e+00,0.0000000000000000e+00,-3.7262570259685340e-01,0.0000000000000000e+00,3.2039999999999998e+02,1.5173388096583103e+00,2.4829614134134950e-02,-3.6633498993795377e-01,9.3750000000000000e-01,3.2039999999999998e+02,0.0000000000000000e+00,1,0
1.5273691738884634e+00,0.0000000000000000e+00,-3.4341705584878046e-01,0.0000000000000000e+00,3.2400000000000000e+02,1.5312732719863671e+00,2.5057636590668703e-02,-3.3716539783779659e-01,9.3750000000000000e-01,3.2400000000000000e+02,0.0000000000000000e+00,1,0
1.5405435852236695e+00,0.0000000000000000e+00,-3.1295936608924096e-01,0.0000000000000000e+00,3.2760000000000002e+02,1.5440608097786410e+00,2.5266890863403828e-02,-3.0671210388100312e-01,9.3750000000000000e-01,3.2760000000000002e+02,0.0000000000000000e+00,1,0
1.5524518595156562e+00,0.0000000000000000e+00,-2.8144222319931778e-01,0.0000000000000000e+00,3.3119999999999999e+02,1.5555606247591591e+00,2.5455072940315515e-02,-2.7518156903793639e-01,9.3750000000000000e-01,3.3119999999999999e+02,0.0000000000000000e+00,1,0
1.5630838727018082e+00,0.0000000000000000e+00,-2.4899241396280275e-01,0.0000000000000000e+00,3.3480000000000001e+02,1.5657507422670871e+00,2.5621823229764924e-02,-2.4274001136221746e-01,9.3750000000000000e-01,3.3480000000000001e+02,0.0000000000000000e+00,1,0
1.5724609578432389e+00,0.0000000000000000e+00,-2.1563780283885120e-01,0.0000000000000000e+00,3.3840000000000003e+02,1.5746702931974932e+00,2.5767782066672035e-02,-2.0944431170749250e-01,9.3750000000000000e-01,3.3840000000000003e+02,-1.5000000000000000e+05,1,0
1.5805628246468562e+00,0.0000000000000000e+00,-1.8135980160979409e-01,0.0000000000000000e+00,3.4200000000000000e+02,1.5823296466453400e+00,2.5893119130099434e-02,-1.7527156725592094e-01,9.3750000000000000e-01,3.4200000000000000e+02,0.0000000000000000e+00,1,0
1.5873070201750479e+00,0.0000000000000000e+00,-1.4618563498642131e-01,0.0000000000000000e+00,3.4559999999999997e+02,1.5886640848640867e+00,2.5996775383881943e-02,-1.4021453598119182e-01,9.3750000000000000e-01,3.4559999999999997e+02,1.5000000000000000e+05,1,0
1.5925899957655505e+00,0.0000000000000000e+00,-1.1024567509976532e-01,0.0000000000000000e+00,3.4919999999999999e+02,1.5935610034530636e+00,2.6076908178374922e-02,-1.0436396030465246e-01,9.3750000000000000e-01,3.4919999999999999e+02,0.0000000000000000e+00,1,0
1.5963468637151219e+00,0.0000000000000000e+00,-7.3755506830319797e-02,0.0000000000000000e+00,3.5280000000000001e+02,1.5969279713992162e+00,2.6132004979677853e-02,-6.7917257761752295e-02,9.3750000000000000e-01,3.5280000000000001e+02,0.0000000000000000e+00,1,0
1.5985763480769632e+00,0.0000000000000000e+00,-3.6945476239554138e-02,0.0000000000000000e+00,3.5639999999999998e+02,1.5987404915112489e+00,2.6161664917659842e-02,-3.1116274539768639e-02,9.3750000000000000e-01,3.5639999999999998e+02,0.0000000000000000e+00,1,0
1.5990327348717901e+00,2.6166447165256301e-02,5.8284304952304789e-03,9.3750000000000000e-01,0.0000000000000000e+00,1.5981917856635925e+00,5.2319381852482007e-02,1.1649051596837070e-02,1.8750000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1,0
