phi,theta,relBn
9.8437500000000000e+00,3.2625000000000000e+02,9.8600883236638439e-04
9.8437500000000000e+00,3.3750000000000000e+02,2.5173135016209190e-03
9.8437500000000000e+00,3.4875000000000000e+02,1.4789695340769746e-03
1.2656250000000000e+01,0.0000000000000000e+00,-5.4542473473829340e-04
1.2656250000000000e+01,1.1250000000000000e+01,-4.4886542584782733e-04
1.2656250000000000e+01,2.2500000000000000e+01,-1.7956755307596236e-04
1.2656250000000000e+01,3.3750000000000000e+01,-2.9588806493432079e-04
1.2656250000000000e+01,4.5000000000000000e+01,-8.3274157669494507e-04
1.2656250000000000e+01,5.6250000000000000e+01,-1.2619948230131132e-04
1.2656250000000000e+01,6.7500000000000000e+01,1.9444439042551238e-03
1.2656250000000000e+01,7.8750000000000000e+01,2.3965546760894422e-03
1.2656250000000000e+01,9.0000000000000000e+01,-1.1508872491597980e-03
1.2656250000000000e+01,1.0125000000000000e+02,-3.5670033949229186e-03
1.2656250000000000e+01,1.1250000000000000e+02,1.3201605531954702e-03
1.2656250000000000e+01,1.2375000000000000e+02,1.8803315205841438e-03
1.2656250000000000e+01,1.3500000000000000e+02,-1.7302426086738128e-03
1.2656250000000000e+01,1.4625000000000000e+02,-3.3731191045331195e-03
1.2656250000000000e+01,1.5750000000000000e+02,-1.1465573079054189e-03
1.2656250000000000e+01,1.6875000000000000e+02,1.3171379144499688e-03
1.2656250000000000e+01,1.8000000000000000e+02,1.1140432534806782e-03
1.2656250000000000e+01,1.9125000000000000e+02,-4.8716703028327626e-04
1.2656250000000000e+01,2.0250000000000000e+02,-1.2979594075393718e-03
1.2656250000000000e+01,2.1375000000000000e+02,-7.3406187595201106e-04
1.2656250000000000e+01,2.2500000000000000e+02,5.9536665303036324e-04
1.2656250000000000e+01,2.3625000000000000e+02,1.1896830642926374e-03
1.2656250000000000e+01,2.4750000000000000e+02,-4.9077318438957957e-04
1.2656250000000000e+01,2.5875000000000000e+02,-3.7674264673791666e-03
1.2656250000000000e+01,2.7000000000000000e+02,-4.3467501421684826e-03
1.2656250000000000e+01,2.8125000000000000e+02,9.6173970908100103e-04
1.2656250000000000e+01,2.9250000000000000e+02,2.4725280751891170e-03
1.2656250000000000e+01,3.0375000000000000e+02,6.9435950497809533e-04
1.2656250000000000e+01,3.1500000000000000e+02,-6.3248805715413240e-04
1.2656250000000000e+01,3.2625000000000000e+02,2.2519743492641834e-04
1.2656250000000000e+01,3.3750000000000000e+02,1.4522378452547951e-03
1.2656250000000000e+01,3.4875000000000000e+02,5.6160226088198140e-04
1.5468750000000000e+01,0.0000000000000000e+00,-1.8666365677983863e-03
1.5468750000000000e+01,1.1250000000000000e+01,-1.8644414059217080e-03
1.5468750000000000e+01,2.2500000000000000e+01,-8.0591340446532008e-04
1.5468750000000000e+01,3.3750000000000000e+01,-2.0690947858853956e-04
1.5468750000000000e+01,4.5000000000000000e+01,-1.0976031419625454e-03
1.5468750000000000e+01,5.6250000000000000e+01,-1.3155143993114531e-03
1.5468750000000000e+01,6.7500000000000000e+01,3.7440872844454786e-04
1.5468750000000000e+01,7.8750000000000000e+01,1.9660229535102599e-03
1.5468750000000000e+01,9.0000000000000000e+01,-1.5177690966184423e-04
1.5468750000000000e+01,1.0125000000000000e+02,-3.4718984952290281e-03
1.5468750000000000e+01,1.1250000000000000e+02,8.5332130041189630e-04
1.5468750000000000e+01,1.2375000000000000e+02,2.9234673261755756e-03
1.5468750000000000e+01,1.3500000000000000e+02,-4.8195966731108374e-04
1.5468750000000000e+01,1.4625000000000000e+02,-3.2768861163609332e-03
1.5468750000000000e+01,1.5750000000000000e+02,-1.7614388171989152e-03
