line_0,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37,line_38,line_39,line_40,line_41,line_42,line_43
8.3371307652639026e-01,8.3962252973551776e-01,8.4551435111377793e-01,8.5138818730363608e-01,8.5724454035544917e-01,8.6308257144734302e-01,8.6890257584898345e-01,8.7470458438810950e-01,8.8048754628454384e-01,8.8625317300033357e-01,8.9200046994461424e-01,8.9772903343764632e-01,9.0343899429218821e-01,9.0913031876837669e-01,9.1480374219565019e-01,9.2045874212416445e-01,9.2609518755380360e-01,9.3171055985918527e-01,9.3730889744835311e-01,9.4288792539703359e-01,9.4844954256040304e-01,9.5399009533891210e-01,9.5951160722085638e-01,9.6501450690490820e-01,9.7049447835819236e-01,9.7595552692312049e-01,9.8140642945806089e-01,9.8682505894757400e-01,9.9223277161965251e-01,9.9761644366309188e-01,1.0029789622636049e+00,1.0083223811870252e+00,1.0136443568826690e+00,1.0189504626832155e+00,1.0242353186795432e+00,1.0294959435609674e+00,1.0347364269699986e+00,1.0399611348970377e+00,1.0451721264306479e+00,1.0503562973453942e+00,1.0555117456377752e+00,1.0606470549233293e+00,1.0657739709560576e+00,1.0708585351984772e+00,1.0759503221619988e+00
8.4611385813865347e-01,8.3870521950432741e-01,8.3137059391863466e-01,8.2410955330881885e-01,8.1692085111550672e-01,8.0980209379453250e-01,8.0275195934411292e-01,7.9576913372698854e-01,7.8885323343293978e-01,7.8200353931252231e-01,7.7521500682540834e-01,7.6848858103796092e-01,7.6182748679608114e-01,7.5522507266814543e-01,7.4868004725240400e-01,7.4219305356253840e-01,7.3576178535475334e-01,7.2938932057030015e-01,7.2306951690896626e-01,7.1680530500934436e-01,7.1058730103532974e-01,7.0442373954049753e-01,6.9830711309209526e-01,6.9223622482675051e-01,6.8622392778594499e-01,6.8024664807847102e-01,6.7430702973780388e-01,6.6842034500708303e-01,6.6255891161096025e-01,6.5675406540584802e-01,6.5097220768829134e-01,6.4522689001933320e-01,6.3952774240855403e-01,6.3385516224994620e-01,6.2820347937585919e-01,6.2258336482268106e-01,6.1700746087816971e-01,6.1144368485868050e-01,6.0590277750569088e-01,6.0037877211990254e-01,5.9489094177820911e-01,5.8942708364121010e-01,5.8396709774567601e-01,5.7855020322372097e-01,5.7314766856268973e-01
8.3258194968030252e-01,8.3970443235204961e-01,8.4676987743855137e-01,8.5377684961882527e-01,8.6072774069952229e-01,8.6761963165849199e-01,8.7445283186543221e-01,8.8122973253920545e-01,8.8794943589009245e-01,8.9461064974550386e-01,9.0121750056285044e-01,9.0776617723235842e-01,9.1425789162051008e-01,9.2069635116168047e-01,9.2708088502514785e-01,9.3340595444035468e-01,9.3967803615527001e-01,9.4588969412618107e-01,9.5204840860138307e-01,9.5814562126224334e-01,9.6419715213303170e-01,9.7018742159074411e-01,9.7612428416911734e-01,9.8200044558504762e-01,9.8781118913066157e-01,9.9357758526199391e-01,9.9928802128936656e-01,1.0049406534516343e+00,1.0105368804815458e+00,1.0160638957102865e+00,1.0215354125283047e+00,1.0269577902357672e+00,1.0322988836784657e+00,1.0376052365011310e+00,1.0428352708383606e+00,1.0479962144802422e+00,1.0531219162836758e+00,1.0581578044740305e+00,1.0631398261730352e+00,1.0680323315029161e+00,1.0729065210108963e+00,1.0776563782076374e+00,1.0823724693316950e+00,1.0869779822173800e+00,1.0915324172184409e+00
8.4403963614576016e-01,8.3886238279034220e-01,8.3378861365860224e-01,8.2881790864742066e-01,8.2395346395169644e-01,8.1919951998598883e-01,8.1455135957101266e-01,8.1001091069718201e-01,8.0557830854092338e-01,8.0126117839067801e-01,7.9705238251013255e-01,7.9295677560371325e-01,7.8897344725301743e-01,7.8510334582845276e-01,7.8134689677864844e-01,7.7771500632334700e-01,7.7420594176119828e-01,7.7082220153594028e-01,7.6756505240664574e-01,7.6444449044525853e-01,7.6144980865847756e-01,7.5859844126308085e-01,7.5588990961010083e-01,7.5333719541359279e-01,7.5094159105497515e-01,7.4870084007596316e-01,7.4662150513135317e-01,7.4471537913477903e-01,7.4301118615331108e-01,7.4149299766011523e-01,7.4018766180156814e-01,7.3908519859083177e-01,7.3820057836203234e-01,7.3752834438801662e-01,7.3713777449100248e-01,7.3698578737294251e-01,7.3707138100279257e-01,7.3746976303598044e-01,7.3814215475841838e-01,7.3916432202862092e-01,7.4045657721346947e-01,7.4213187447028395e-01,7.4415283336983529e-01,7.4652728337037744e-01,7.4930584013387780e-01
8.3743289038995916e-01,8.3934696152658606e-01,8.4133704361731565e-01,8.4339895181090541e-01,8.4552215212339221e-01,8.4769811010463136e-01,8.4992132867853187e-01,8.5218521856158891e-01,8.5449063903376554e-01,8.5681443814249925e-01,8.5917065281209082e-01,8.6154368214223753e-01,8.6393085262519276e-01,8.6632744086541091e-01,8.6873230765991716e-01,8.7113060502440776e-01,8.7351916985020994e-01,8.7589188913899196e-01,8.7824802346725683e-01,8.8057257286711843e-01,8.8287231963362067e-01,8.8512922467407051e-01,8.8734186493773548e-01,8.8949407812579617e-01,8.9158130957075565e-01,8.9360452454017447e-01,8.9555691037575547e-01,8.9742140801288617e-01,8.9916980492109433e-01,9.0081277602761556e-01,9.0232858030755569e-01,9.0371204822776996e-01,9.0496584249988210e-01,9.0608593837145013e-01,9.0699270155324785e-01,9.0773589929822329e-01,9.0830949317401777e-01,9.0864323175400163e-01,9.0876333080183858e-01,9.0859648276627014e-01,9.0822354568173957e-01,9.0751491956434982e-01,9.0652181376428709e-01,9.0518738315207370e-01,9.0348394021180922e-01
8.3767138708071898e-01,8.3933556979343038e-01,8.4108167812371049e-01,8.4291083014122603e-01,8.4482981365201415e-01,8.4684130880492259e-01,8.4895256212244175e-01,8.5116301891572688e-01,8.5346989796629169e-01,8.5588741711493765e-01,8.5840969948577928e-01,8.6104127015318466e-01,8.6378351823112887e-01,8.6663633172521193e-01,8.6959984477171970e-01,8.7268236016709211e-01,8.7588283263847033e-01,8.7921166477946522e-01,8.8264713460453414e-01,8.8622275436276154e-01,8.8992798419009167e-01,8.9375008747400564e-01,8.9771512722673863e-01,9.0182492366118361e-01,9.0605058092835333e-01,9.1043250174885737e-01,9.1493917716549755e-01,9.1960381143652370e-01,9.2442288149706275e-01,9.2939032017749079e-01,9.3456542167116530e-01,9.3984357701299903e-01,9.4529814717655514e-01,9.5093912452614104e-01,9.5672038910570278e-01,9.6267776951849926e-01,9.6881104432749887e-01,9.7509683093667965e-01,9.8155949997617420e-01,9.8822241624229268e-01,9.9509597437343211e-01,1.0021024107846273e+00,1.0093394574667485e+00,1.0167071372751533e+00,1.0243112250061301e+00
8.4385667322523794e-01,8.3886983949278926e-01,8.3398667697201267e-01,8.2920055702127338e-01,8.2450192773034370e-01,8.1988510799586289e-01,8.1533588674913005e-01,8.1084843597569989e-01,8.0642217598955601e-01,8.0203924379955016e-01,7.9769628845335849e-01,7.9338573006793345e-01,7.8909945107261081e-01,7.8483553276054629e-01,7.8058362983921781e-01,7.7633315821151239e-01,7.7208175977055082e-01,7.6780966436799214e-01,7.6353713790162370e-01,7.5922282743512726e-01,7.5487176615432094e-01,7.5048582404751041e-01,7.4604272795710647e-01,7.4152697926567812e-01,7.3696799259173462e-01,7.3230928522434857e-01,7.2758114965598941e-01,7.2274467492610595e-01,7.1779097101341971e-01,7.1272306281925391e-01,7.0746214340539781e-01,7.0212537222120486e-01,6.9661959074689361e-01,6.9091843379704676e-01,6.8507719439181691e-01,6.7904107870695551e-01,6.7280924619662807e-01,6.6639375689168778e-01,6.5976075351015673e-01,6.5286761454694298e-01,6.4573006215853945e-01,6.3838791386584570e-01,6.3078140701403373e-01,6.2298824286470689e-01,6.1490276302610791e-01
8.3266811620379477e-01,8.3970314780897781e-01,8.4668007977269366e-01,8.5361290634269715e-01,8.6049758072520077e-01,8.6733609565527336e-01,8.7413589988559626e-01,8.8089981510193438e-01,8.8762741143222168e-01,8.9431616802632152e-01,9.0097922223818383e-01,9.0761613294942112e-01,9.1421540513340305e-01,9.2079367155058245e-01,9.2733531383296264e-01,9.3385547779267264e-01,9.4034372098923114e-01,9.4682301590111029e-01,9.5325725508388504e-01,9.5967493010722127e-01,9.6608123625894848e-01,9.7244031629119887e-01,9.7877995274313911e-01,9.8510965416911778e-01,9.9137870544125450e-01,9.9764091606998029e-01,1.0038520647126763e+00,1.0100615315554762e+00,1.0161899966225065e+00,1.0223316687248816e+00,1.0284678462702614e+00,1.0345027963915407e+00,1.0405181582466725e+00,1.0465207291093723e+00,1.0524053678888068e+00,1.0582516684407961e+00,1.0640362629672053e+00,1.0697555102933825e+00,1.0753628565559716e+00,1.0809052752055714e+00,1.0864190206585662e+00,1.0917110022979257e+00,1.0969279021976888e+00,1.1019415808827451e+00,1.1068038709507475e+00
8.4614770178097776e-01,8.3869906090180091e-01,8.3133321338490829e-01,8.2403061109882481e-01,8.1680432675378944e-01,8.0965712911943866e-01,8.0258589422703452e-01,7.9558887563071856e-01,7.8866778775806812e-01,7.8183456741816992e-01,7.7507240290668356e-01,7.6838650993205693e-01,7.6179584502008291e-01,7.5527897640037345e-01,7.4886105442545359e-01,7.4252763429519941e-01,7.3629621409889778e-01,7.3014504143052927e-01,7.2410961540313323e-01,7.1818135160648844e-01,7.1234239018022294e-01,7.0664662957728375e-01,7.0107291974947106e-01,6.9561931272809641e-01,6.9033224648538305e-01,6.8519359721034434e-01,6.8024091228360495e-01,6.7543084879615978e-01,6.7088996804312895e-01,6.6650472324757004e-01,6.6236839798262492e-01,6.5851718565415407e-01,6.5494441578300744e-01,6.5165987200642006e-01,6.4878815698391890e-01,6.4630628377353383e-01,6.4423370350991627e-01,6.4262644411097414e-01,6.4157366474610322e-01,6.4115282010237007e-01,6.4132989739803703e-01,6.4235775169328513e-01,6.4418109626195175e-01,6.4698012520519899e-01,6.5088878318645893e-01
8.3356559669334174e-01,8.3963363958485770e-01,8.4567036879492352e-01,8.5168600007887485e-01,8.5766466731739954e-01,8.6359887510203270e-01,8.6948144656741999e-01,8.7531292455907750e-01,8.8108857530878915e-01,8.8679448954062412e-01,8.9244632622804787e-01,8.9802685364749979e-01,9.0352805892529708e-01,9.0896253906359747e-01,9.1430172654413600e-01,9.1956455103901791e-01,9.2472744386921013e-01,9.2981104280736560e-01,9.3479142795822490e-01,9.3965883746224443e-01,9.4443398593316275e-01,9.4907651105804991e-01,9.5359732936617536e-01,9.5800068562606022e-01,9.6224785696121495e-01,9.6634532037943399e-01,9.7027954586775189e-01,9.7407339853272668e-01,9.7762060619125080e-01,9.8103404064674393e-01,9.8421357356306993e-01,9.8714748327728419e-01,9.8985402905883801e-01,9.9230073874778002e-01,9.9440645424816843e-01,9.9620601507748652e-01,9.9767893818753495e-01,9.9876427613781882e-01,9.9943568163137564e-01,9.9958897144180259e-01,9.9931546324807741e-01,9.9834638810691834e-01,9.9677980379041942e-01,9.9443909567303490e-01,9.9116771771757073e-01
